channel_id,channel_title,country,published_at,description,thumbnail_url,channel_url
UCUEOHBht8pnQhQvCfIcl-gg,Angel García,PE,2017-02-10 22:27:16+00:00,"Hola, me llamo Angel.
En este canal encontrarás videos relacionados al análisis de datos y otros pasatiempos. Me gusta grabar lo que aprendo para practicarlo y recordarlo.

",https://yt3.ggpht.com/wyD9NcUpCMtw3KboShIIPSKxJktXYqUqTvEetNGOqyFZgalklglgAcBNxIssEwNsGXl-GwvXGUY=s800-c-k-c0x00ffffff-no-rj,https://www.youtube.com/channel/UCUEOHBht8pnQhQvCfIcl-gg
